Image_ID,ToothClass,Xmin,Ymin,Xmax,Ymax
229,35,350,261,401,314
229,41,210,379,245,432
229,42,173,366,212,420
229,33,307,345,350,403
229,32,282,371,317,426
229,43,151,336,193,390
229,36,358,188,435,269
229,31,246,380,281,432
229,34,337,307,380,356
230,46,83,151,154,229
230,34,324,254,376,304
230,36,335,135,406,211
230,33,310,298,349,343
230,43,157,310,195,356
230,32,290,328,331,366
230,35,330,208,388,255
230,45,105,222,163,271
230,44,125,268,180,316
230,31,254,334,294,373
230,41,221,344,258,383
230,42,186,333,228,370
231,46,66,158,141,240
231,34,344,274,394,319
231,44,122,281,170,327
231,33,323,315,364,363
231,45,103,231,151,281
231,47,50,130,98,163
231,32,293,344,331,383
231,43,153,319,194,367
231,35,359,225,415,275
231,42,177,348,223,385
231,41,217,353,258,391
231,31,255,352,295,391
231,36,368,148,443,231
232,46,66,166,137,245
232,42,167,351,210,389
232,44,119,283,166,333
232,45,93,237,147,291
232,33,303,316,344,364
232,41,202,355,242,399
232,37,340,90,405,153
232,36,327,150,396,227
232,31,243,352,282,397
232,34,319,273,366,322
232,43,142,327,186,373
232,32,274,339,317,384
232,35,331,225,385,276
232,47,51,137,106,173
233,35,364,188,413,234
233,36,363,114,434,188
233,44,121,268,166,316
233,45,94,228,142,276
233,42,198,328,236,369
233,32,302,315,337,356
233,33,332,287,369,332
233,43,160,310,197,356
233,34,351,237,396,285
233,31,270,328,307,365
233,41,235,333,270,371
233,46,60,157,132,235
234,33,335,344,381,393
234,46,91,215,159,292
234,34,358,303,404,350
234,36,384,205,449,275
234,41,238,388,277,428
234,48,41,100,105,166
234,43,166,358,212,408
234,31,277,385,313,427
234,45,118,279,170,327
234,32,308,369,346,416
234,38,410,81,474,143
234,47,61,159,129,231
234,35,374,264,422,309
234,42,203,377,240,421
234,37,392,136,458,208
234,44,138,320,186,368
235,32,241,339,284,379
235,44,115,275,164,326
235,42,172,321,215,368
235,36,342,167,416,249
235,46,75,150,147,231
235,34,299,294,348,347
235,45,96,228,149,278
235,35,325,241,391,313
235,41,178,370,213,398
235,33,280,339,318,385
235,31,210,361,248,395
235,43,140,319,175,364
236,37,363,95,436,172
236,36,362,171,440,255
236,35,362,250,422,308
236,47,50,143,128,226
236,45,113,291,174,352
236,44,139,342,195,398
236,41,225,399,269,442
236,33,335,357,382,408
236,32,302,382,347,427
236,31,267,395,307,438
236,46,79,214,158,300
236,34,356,305,409,363
236,43,180,381,234,432
237,36,341,185,413,265
237,46,68,202,140,284
237,41,214,387,254,427
237,35,337,261,393,311
237,34,327,307,378,359
237,32,284,378,328,418
237,42,176,382,218,422
237,33,315,357,355,400
237,44,116,321,168,374
237,45,94,277,149,330
237,43,146,365,182,412
237,31,254,385,291,427
238,42,210,322,246,361
238,32,308,311,346,352
238,34,348,258,393,300
238,31,277,315,311,354
238,38,386,33,458,106
238,37,376,96,443,169
238,36,359,156,424,226
238,33,325,287,367,332
238,48,38,66,108,134
238,47,62,131,137,197
238,45,130,241,177,287
238,41,246,321,278,359
238,43,181,305,222,351
238,46,96,184,162,255
238,44,150,279,195,323
238,35,357,218,404,262
239,31,219,360,255,397
239,45,91,224,143,276
239,33,285,335,324,381
239,43,130,314,167,355
239,44,106,273,152,321
239,46,73,155,139,229
239,35,336,258,386,312
239,32,254,352,291,393
239,34,315,302,359,349
239,36,352,195,419,268
239,42,155,339,194,379
239,41,186,356,222,392
240,37,368,148,435,221
240,47,91,133,164,204
240,42,194,343,231,383
240,32,285,359,323,398
240,46,104,199,166,266
240,44,144,301,188,346
240,36,351,208,416,285
240,33,303,334,343,378
240,43,160,341,201,385
240,41,226,358,258,401
240,45,129,263,184,305
240,31,257,355,290,396
240,34,332,312,375,358
240,35,341,273,389,318
241,36,332,139,404,218
241,42,190,337,230,376
241,31,256,344,295,388
241,37,348,69,417,141
241,33,311,304,350,350
241,35,329,213,389,267
241,45,95,245,151,302
241,46,57,181,130,262
241,41,221,349,258,393
241,34,325,263,375,311
241,44,123,289,170,340
241,43,153,325,196,370
241,47,40,134,112,187
241,32,288,328,327,377
242,46,75,194,147,273
242,33,298,337,346,390
242,31,230,363,269,405
242,35,341,262,393,315
242,43,153,337,201,389
242,44,126,302,174,354
242,45,104,262,159,315
242,36,353,194,425,272
242,34,324,301,369,353
242,37,379,130,449,205
242,32,267,356,306,406
242,42,192,357,235,408
242,47,47,129,118,207
243,45,92,230,143,275
243,34,302,281,350,326
243,43,139,319,173,360
243,35,319,228,375,287
243,33,284,321,323,361
243,46,64,171,129,237
243,36,340,169,407,236
243,32,261,345,296,388
243,44,113,276,157,321
243,42,160,346,197,389
243,31,233,356,265,400
243,41,189,359,225,402
244,37,352,84,429,175
244,46,104,248,187,329
244,36,364,172,438,250
244,32,337,353,382,399
244,42,259,372,298,419
244,41,292,389,326,432
244,44,187,344,236,395
244,34,370,296,420,347
244,35,372,250,428,297
244,31,312,375,351,419
244,47,69,180,144,266
244,43,219,380,264,432
244,33,362,342,406,394
244,45,157,300,210,357
245,32,286,331,331,370
245,46,68,162,141,240
245,33,308,296,350,344
245,45,103,228,160,285
245,31,262,344,300,387
245,42,190,344,226,390
245,35,330,199,388,255
245,34,318,247,370,298
245,36,339,129,411,205
245,47,38,100,108,174
245,43,156,319,197,367
245,37,359,59,426,132
245,41,221,346,262,385
245,44,129,274,176,326
246,43,145,351,191,401
246,33,327,352,371,403
246,45,102,251,157,305
246,47,62,101,132,179
246,32,296,374,338,414
246,42,180,366,223,408
246,34,349,308,399,361
246,36,362,179,442,262
246,46,79,173,156,252
246,37,381,105,460,185
246,35,361,256,414,312
246,44,118,303,169,353
246,31,260,371,298,411
246,41,221,369,259,411
247,46,89,157,159,228
247,47,73,92,144,162
247,32,274,338,314,379
247,35,346,232,397,284
247,36,358,161,431,242
247,34,329,277,381,328
247,31,240,346,276,384
247,43,141,304,186,351
247,33,302,311,346,358
247,41,204,342,241,381
247,44,115,272,166,319
247,42,170,334,209,375
247,45,108,226,160,272
248,43,144,337,184,381
248,31,248,369,282,410
248,41,213,368,247,410
248,46,77,178,146,253
248,44,115,294,160,340
248,34,339,301,385,350
248,45,99,248,151,298
248,37,376,134,437,197
248,36,356,189,425,263
248,42,173,362,212,406
248,35,351,258,405,309
248,32,282,361,320,406
248,33,312,339,354,384
248,47,69,149,123,186
249,44,125,275,172,323
249,46,82,150,153,228
249,36,334,139,403,216
249,31,244,344,281,383
249,45,106,225,158,272
249,33,301,304,338,348
249,34,319,259,366,307
249,35,328,210,381,262
249,32,276,334,316,374
249,42,173,332,214,373
249,41,209,346,244,384
249,43,145,320,176,365
250,34,349,308,397,357
250,45,114,213,166,270
250,44,130,265,179,317
250,43,155,311,196,360
250,31,243,351,284,399
250,41,204,351,246,394
250,32,283,350,326,402
250,37,390,125,465,198
250,35,375,266,425,322
250,42,170,337,218,376
250,36,388,195,459,273
250,46,104,143,177,213
250,33,321,340,362,392
251,47,52,96,125,163
251,45,96,221,148,266
251,44,117,266,157,308
251,31,242,351,277,389
251,42,171,337,207,375
251,35,356,230,401,280
251,36,372,169,439,240
251,41,206,349,240,386
251,34,332,277,376,322
251,32,275,343,314,381
251,43,136,307,174,353
251,46,66,156,139,228
251,33,309,319,350,360
251,37,396,110,462,178
252,47,66,92,133,157
252,46,88,152,157,225
252,42,191,315,227,356
252,44,137,258,179,305
252,34,332,248,373,293
252,36,350,139,420,212
252,45,114,219,165,265
252,35,343,203,394,251
252,37,369,78,435,142
252,43,163,298,195,341
252,41,225,329,260,365
252,33,323,290,350,332
252,32,288,307,324,347
252,31,260,329,295,363
253,42,179,344,213,380
253,34,317,289,360,334
253,32,268,340,302,376
253,36,348,182,418,258
253,47,46,123,112,195
253,37,366,116,432,187
253,46,61,189,130,263
253,33,298,323,338,364
253,31,241,350,274,383
253,44,114,296,156,343
253,43,140,332,180,372
253,41,209,351,242,386
253,45,90,254,142,303
253,35,331,246,385,297
254,33,324,330,372,382
254,32,306,357,350,413
254,47,76,105,153,188
254,31,275,371,315,429
254,34,347,288,393,338
254,43,172,344,220,400
254,42,206,360,248,417
254,45,121,258,179,315
254,44,143,304,192,357
254,35,359,243,413,295
254,41,241,378,279,434
254,36,363,165,437,250
254,46,98,182,175,266
254,37,381,94,454,172
255,37,364,144,428,218
255,42,175,355,210,396
255,44,116,296,168,343
255,47,64,118,131,192
255,41,206,366,242,406
255,46,74,189,144,262
255,31,238,365,275,407
255,43,139,336,187,380
255,36,335,205,400,277
255,45,104,251,163,298
255,34,303,298,344,347
255,35,318,260,367,309
255,32,264,360,305,402
255,33,284,340,326,384
256,32,260,338,300,381
256,35,317,237,373,287
256,46,65,157,137,236
256,45,89,228,147,280
256,34,317,287,364,336
256,42,156,329,198,370
256,41,187,345,225,385
256,36,337,169,409,248
256,33,297,320,331,369
256,31,225,347,261,385
256,43,122,327,160,371
256,44,109,276,158,326
257,43,161,341,203,389
257,36,358,190,426,263
257,35,357,260,413,312
257,44,130,301,178,355
257,42,191,362,232,406
257,46,90,193,158,263
257,45,109,260,162,311
257,47,72,125,140,197
257,37,371,124,439,193
257,33,323,343,364,391
257,31,260,377,296,421
257,34,348,306,394,357
257,32,293,364,332,411
257,41,226,373,263,414
258,42,184,350,221,401
258,31,255,363,292,406
258,47,73,126,140,192
258,46,95,185,165,256
258,36,358,181,426,254
258,44,146,294,194,344
258,35,347,244,401,296
258,34,332,291,379,340
258,41,218,365,254,408
258,45,127,244,179,299
258,32,291,346,330,397
258,37,377,114,447,186
259,42,183,333,222,378
259,47,76,104,148,172
259,46,88,166,158,240
259,36,362,183,435,260
259,34,339,294,384,342
259,45,106,237,159,286
259,37,384,126,453,191
259,31,246,351,280,392
259,35,354,251,406,303
259,33,309,323,351,373
259,44,127,277,174,324
259,32,278,343,313,386
259,41,214,343,248,386
259,43,151,316,193,363
260,47,64,96,132,163
260,46,72,160,143,235
260,44,96,293,142,339
260,34,322,319,364,367
260,33,288,348,330,395
260,37,377,136,447,203
260,42,151,350,194,390
260,43,126,327,170,372
260,41,186,359,226,401
260,32,261,366,300,408
260,31,224,366,262,408
260,35,329,261,388,325
260,45,95,230,152,293
260,36,350,195,423,270
261,36,346,138,422,221
261,37,363,60,437,144
261,47,38,61,109,145
261,44,101,261,147,312
261,31,238,326,273,371
261,35,342,214,397,267
261,33,301,297,346,349
261,46,54,143,122,224
261,42,164,317,204,364
261,32,271,318,311,363
261,45,77,217,128,270
261,43,129,296,174,348
261,34,329,260,374,311
261,41,201,331,238,370
262,33,331,335,369,379
262,44,149,320,194,366
262,36,351,182,418,251
262,35,350,248,402,294
262,46,99,217,167,288
262,37,362,115,429,184
262,42,214,372,249,410
262,47,72,163,140,227
262,34,345,293,391,338
262,32,308,359,342,396
262,41,249,376,282,412
262,45,129,279,180,327
262,31,279,371,313,407
262,43,182,358,219,401
263,37,370,118,438,188
263,33,274,302,312,345
263,46,93,122,151,183
263,45,96,183,145,227
263,36,340,177,402,246
263,35,324,235,370,283
263,42,146,294,183,334
263,41,176,309,210,344
263,34,304,273,346,318
263,32,243,317,277,355
263,43,126,268,166,309
263,44,105,226,147,271
263,31,209,318,240,353
264,32,315,315,350,351
264,46,99,186,161,259
264,34,346,243,387,284
264,44,160,289,204,330
264,36,345,124,410,193
264,45,130,247,178,294
264,42,232,331,270,369
264,43,197,322,231,362
264,35,351,193,402,236
264,33,331,285,368,324
264,31,293,333,328,368
264,41,266,339,297,373
265,33,319,298,356,342
265,31,262,335,299,373
265,35,352,207,408,262
265,46,86,143,157,217
265,45,120,220,154,261
265,34,342,257,388,308
265,36,364,141,435,216
265,44,136,265,186,313
265,43,168,305,202,348
265,42,190,325,229,371
265,32,292,324,335,368
265,41,227,337,262,375
266,41,213,343,247,385
266,46,72,176,142,252
266,36,347,168,418,244
266,37,369,104,436,174
266,33,296,313,336,356
266,44,124,283,169,330
266,45,100,242,156,291
266,42,181,338,216,377
266,35,335,234,389,282
266,47,47,114,114,184
266,32,274,333,309,375
266,31,242,337,278,376
266,34,319,274,364,322
266,43,156,317,192,362
267,47,63,122,125,184
267,43,149,311,188,356
267,45,101,241,146,286
267,33,312,307,351,351
267,46,77,178,141,247
267,32,281,325,321,371
267,41,213,332,249,379
267,36,347,166,412,238
267,44,125,277,165,320
267,42,181,329,219,374
267,35,344,233,390,278
267,37,360,106,423,172
267,31,250,331,286,380
267,34,332,272,372,315
268,34,329,283,385,336
268,41,224,382,261,422
268,36,361,153,425,223
268,35,344,219,415,291
268,45,84,248,157,321
268,31,260,382,295,423
268,46,67,186,129,256
268,43,158,349,200,396
268,33,320,333,366,382
268,37,366,84,433,154
268,47,44,123,116,191
268,44,123,305,175,360
268,42,189,373,228,416
268,32,293,364,331,405
269,36,354,156,424,235
269,34,331,276,376,329
269,47,45,73,115,150
269,35,343,227,394,281
269,32,273,334,312,380
269,46,61,146,130,224
269,33,306,316,349,363
269,37,373,86,445,162
269,45,88,217,140,270
269,31,236,341,273,385
269,41,200,339,239,381
269,42,162,329,202,374
269,44,103,268,148,317
269,43,128,306,171,353
270,36,350,188,424,265
270,46,70,153,140,227
270,31,222,355,259,398
270,32,257,353,297,394
270,42,150,339,194,383
270,35,337,254,387,308
270,37,372,126,444,195
270,33,285,331,329,379
270,45,89,224,142,273
270,43,127,312,170,357
270,41,184,352,221,393
270,44,102,270,151,318
270,47,65,85,127,154
270,34,316,296,362,348
271,37,375,66,460,158
271,45,107,218,174,278
271,36,344,148,426,236
271,47,43,58,128,150
271,42,171,318,219,369
271,46,74,142,152,229
271,43,148,288,205,338
271,31,252,329,296,370
271,41,212,331,254,375
271,35,327,226,395,290
271,33,271,268,328,316
271,44,100,276,160,335
271,34,325,289,383,349
271,32,284,315,332,361
272,31,256,354,293,395
272,41,220,351,256,394
272,33,317,317,361,365
272,37,384,91,457,162
272,45,97,236,153,290
272,35,357,225,411,281
272,32,285,342,330,387
272,44,122,281,171,334
272,46,70,164,144,246
272,47,47,100,118,174
272,34,342,275,393,325
272,36,368,157,437,235
272,42,182,348,223,389
272,43,151,323,197,371
273,46,73,187,138,260
273,32,287,332,327,373
273,44,123,292,167,339
273,34,331,267,374,313
273,35,342,227,391,272
273,41,223,346,259,386
273,37,361,110,418,164
273,47,54,130,115,193
273,36,343,159,409,231
273,42,185,342,225,384
273,45,101,253,151,296
273,43,150,324,195,372
273,33,311,304,353,351
273,31,258,343,294,383
274,33,314,329,353,370
274,42,184,346,221,385
274,32,283,346,319,385
274,46,66,185,140,261
274,34,336,291,379,338
274,36,358,168,432,245
274,45,97,251,151,305
274,35,355,242,405,295
274,43,151,335,180,375
274,44,125,296,168,344
274,41,220,366,252,391
274,31,253,354,284,389
274,47,58,147,103,196
275,41,223,336,257,385
275,42,185,333,226,380
275,32,289,318,329,369
275,35,327,259,374,305
275,47,57,163,128,237
275,46,85,228,151,300
275,31,258,332,296,383
275,37,345,135,418,198
275,44,117,293,168,346
275,36,331,192,396,262
275,33,322,305,356,346
275,43,165,326,188,368
276,34,329,300,376,348
276,35,339,249,395,302
276,41,213,382,254,427
276,32,282,376,321,419
276,31,244,370,286,415
276,33,302,339,351,392
276,42,173,374,217,418
276,43,138,354,181,406
276,44,113,310,161,363
276,45,95,264,154,314
276,47,51,128,123,195
276,36,347,175,424,255
276,37,377,109,450,184
276,46,71,190,146,269
277,35,327,210,383,273
277,45,93,213,148,262
277,36,337,140,409,214
277,31,244,343,278,381
277,34,317,269,362,314
277,42,175,334,212,374
277,43,145,312,185,357
277,41,210,343,244,381
277,46,70,143,140,217
277,32,276,332,311,374
277,33,298,308,339,352
277,37,364,77,419,147
277,44,119,272,163,316
278,36,367,205,438,282
278,46,76,192,143,264
278,45,105,256,154,309
278,37,386,135,459,212
278,42,182,354,222,401
278,34,330,315,379,364
278,47,69,119,135,189
278,33,305,346,355,400
278,41,215,364,247,410
278,32,276,353,315,402
278,31,244,362,278,405
278,43,145,339,197,393
278,44,126,300,174,351
278,35,353,272,405,327
279,47,37,140,108,214
279,46,72,199,145,276
279,34,358,276,409,323
279,37,391,99,460,161
279,36,374,156,446,231
279,35,371,225,422,277
279,45,113,262,163,312
279,33,340,319,387,365
279,44,136,303,186,351
279,42,201,357,244,399
279,32,310,344,350,387
279,31,277,360,312,396
279,43,167,338,211,387
279,41,240,364,277,401
280,44,121,302,166,352
280,31,253,366,291,414
280,35,359,247,414,306
280,33,317,340,363,386
280,37,390,133,455,181
280,46,76,180,149,259
280,32,286,358,328,403
280,36,367,175,441,257
280,41,216,364,256,409
280,45,100,250,157,307
280,47,56,103,127,186
280,42,180,360,223,401
280,34,344,301,393,351
280,43,153,336,196,385
281,43,126,327,163,375
281,36,341,193,411,267
281,46,63,170,129,248
281,32,256,357,295,406
281,44,102,284,153,334
281,41,183,366,220,411
281,42,153,353,191,400
281,34,308,299,356,351
281,31,222,367,260,410
281,35,326,256,379,307
281,45,85,240,138,289
281,33,286,342,331,389
281,37,363,133,428,195
281,47,64,119,102,172
282,42,210,360,247,405
282,41,244,371,277,413
282,33,328,333,371,379
282,35,346,239,401,291
282,45,126,259,180,311
282,32,301,350,340,395
282,37,370,93,439,174
282,44,149,303,193,352
282,36,353,169,424,246
282,34,342,287,387,335
282,31,272,362,305,404
282,46,91,192,163,271
282,47,69,137,142,203
282,43,176,341,221,390
283,46,74,199,151,278
283,44,131,311,177,360
283,31,270,357,307,409
283,32,300,348,339,392
283,34,335,281,382,327
283,47,45,135,120,214
283,33,323,322,369,373
283,41,235,362,272,414
283,42,196,356,235,409
283,35,338,231,389,282
283,36,343,162,414,239
283,43,156,345,200,397
283,37,361,90,433,168
283,45,109,265,160,318
284,46,81,211,150,283
284,36,332,147,400,217
284,45,109,280,164,325
284,31,276,362,313,403
284,41,242,369,280,410
284,34,336,267,383,311
284,33,328,316,366,359
284,35,335,217,391,262
284,44,136,323,182,371
284,32,305,346,344,384
284,42,204,367,243,406
284,47,56,164,124,221
284,43,168,357,208,399
285,44,123,248,169,298
285,45,103,199,153,245
285,33,311,287,346,333
285,34,330,249,377,300
285,31,248,314,285,353
285,32,278,306,317,345
285,43,156,281,189,326
285,42,183,304,220,343
285,41,215,315,248,352
285,46,85,170,139,207
285,36,357,168,418,200
286,41,204,332,241,372
286,36,340,162,411,234
286,45,102,219,156,267
286,47,85,96,142,158
286,46,92,151,161,220
286,43,138,304,176,349
286,34,325,273,374,323
286,42,168,324,208,364
286,44,115,264,164,312
286,31,239,335,276,377
286,32,270,325,311,364
286,35,337,229,390,279
286,37,369,124,429,174
286,33,309,313,345,358
287,36,360,169,435,252
287,45,112,263,160,314
287,35,360,248,409,300
287,32,292,366,339,407
287,43,161,349,202,392
287,42,184,370,232,416
287,34,347,293,396,350
287,31,262,373,301,421
287,46,82,187,156,270
287,37,380,107,454,175
287,41,223,378,262,423
287,47,53,132,125,200
287,44,129,307,176,358
287,33,325,341,367,388
288,32,240,341,281,380
288,47,70,136,146,197
288,46,88,194,148,261
288,44,100,260,146,305
288,37,352,180,422,259
288,34,299,298,341,344
288,43,118,298,151,345
288,33,274,331,308,378
288,36,316,243,381,311
288,42,141,321,176,358
288,41,169,334,205,372
288,31,206,345,241,382
289,47,43,125,116,181
289,36,334,142,406,216
289,31,257,347,291,399
289,35,330,213,390,262
289,33,306,298,348,347
289,34,324,259,373,307
289,41,224,344,263,392
289,32,279,327,318,375
289,42,188,331,228,380
289,46,72,170,146,248
289,45,100,239,160,290
289,44,125,282,172,331
289,43,152,320,194,368
290,44,112,270,162,324
290,35,369,208,429,276
290,43,141,317,191,368
290,42,178,348,223,394
290,32,298,345,343,389
290,41,221,353,263,403
290,31,263,355,303,401
290,34,352,271,404,325
290,33,329,322,373,370
290,46,50,134,128,219
290,45,90,209,149,276
290,36,386,131,464,215
291,45,97,235,147,283
291,47,55,110,122,172
291,37,363,106,433,176
291,36,343,169,416,245
291,46,75,165,147,238
291,31,245,348,281,396
291,35,339,240,389,291
291,44,115,276,161,321
291,33,312,331,345,368
291,34,328,288,372,334
291,42,173,340,212,386
291,43,146,315,183,360
291,32,278,340,316,386
291,41,208,347,245,394
292,47,51,166,122,239
292,42,233,346,275,396
292,37,362,82,427,154
292,45,135,276,185,327
292,46,90,221,160,299
292,31,293,340,328,385
292,41,268,351,302,406
292,33,337,302,381,346
292,36,356,153,422,227
292,32,321,328,364,374
292,43,200,336,242,380
292,44,163,313,207,360
292,35,361,223,411,270
292,34,363,268,406,313
293,45,114,267,168,324
293,37,370,100,443,182
293,35,352,236,406,288
293,33,312,311,365,365
293,43,171,326,220,395
293,47,17,144,101,228
293,42,213,352,253,418
293,44,142,311,192,360
293,34,315,265,367,315
293,32,293,340,336,396
293,46,73,199,150,285
293,36,365,176,429,247
293,31,276,351,321,421
293,41,249,352,289,424
294,33,306,353,346,397
294,43,170,356,214,401
294,36,356,218,424,287
294,35,343,277,396,328
294,38,403,93,461,166
294,47,58,126,126,191
294,37,382,157,448,227
294,32,293,374,328,414
294,46,97,220,163,282
294,44,150,317,196,365
294,42,199,372,233,418
294,31,263,372,298,411
294,45,127,277,182,325
294,34,330,320,374,366
294,41,232,373,265,415
295,33,307,337,352,382
295,43,150,337,191,382
295,45,103,253,149,302
295,36,354,189,424,262
295,46,78,186,147,259
295,32,282,358,321,408
295,44,122,296,165,343
295,47,64,129,126,193
295,42,178,356,215,406
295,35,350,255,397,305
295,37,375,133,441,197
295,34,334,299,376,345
295,41,213,364,250,408
295,31,249,365,284,412
296,33,291,331,331,377
296,41,194,340,230,381
296,42,159,335,200,375
296,34,319,304,367,350
296,32,262,343,301,383
296,31,230,343,265,383
296,35,330,259,386,310
296,36,342,194,413,269
296,44,107,285,158,331
296,45,94,239,151,288
296,46,72,175,140,246
296,37,367,135,437,206
296,43,136,318,178,363
296,47,54,119,120,184
297,36,357,152,428,230
297,42,193,342,234,391
297,44,135,281,180,329
297,31,265,346,299,391
297,32,295,333,337,382
297,33,324,310,367,359
297,37,375,95,437,158
297,43,162,319,205,367
297,41,231,350,264,393
297,35,356,224,402,277
297,45,114,236,161,290
297,46,84,167,155,244
297,34,346,272,389,318
297,47,68,111,134,175
298,36,338,233,402,302
298,42,174,362,209,408
298,31,237,363,266,411
298,32,264,360,299,402
298,46,96,208,161,276
298,37,364,179,428,248
298,33,291,352,333,396
298,34,305,326,350,374
298,35,322,290,369,336
298,45,113,273,163,317
298,41,207,362,236,415
298,47,83,150,153,216
298,38,396,118,461,190
298,43,145,340,189,393
298,44,123,312,169,357
298,48,66,96,136,155
299,37,360,66,432,137
299,35,368,208,416,257
299,47,42,121,111,192
299,42,198,343,243,384
299,45,98,253,147,305
299,31,274,346,310,393
299,33,330,302,374,352
299,36,360,134,428,210
299,46,64,189,134,265
299,34,354,253,400,301
299,32,304,329,346,373
299,41,238,347,278,389
299,44,130,289,176,338
299,43,164,324,207,373
300,34,332,276,378,321
300,46,80,182,152,256
300,37,374,112,440,171
300,45,109,248,163,295
300,35,343,233,395,281
300,31,258,361,293,401
300,41,225,360,258,402
300,44,130,291,176,336
300,32,290,350,328,393
300,33,320,325,361,369
300,36,354,164,426,241
300,43,155,344,192,366
300,42,191,350,229,393
301,46,84,157,160,241
301,42,181,350,224,408
301,34,332,312,386,368
301,36,357,183,435,266
301,37,383,110,455,189
301,31,243,380,281,434
301,32,270,355,315,408
301,45,104,237,159,289
301,43,151,331,191,383
301,44,123,286,175,341
301,41,209,376,250,426
301,33,312,350,349,403
301,47,70,108,136,162
301,35,343,257,400,313
302,46,37,181,110,256
302,36,356,106,425,180
302,47,7,118,77,191
302,33,327,276,368,326
302,34,349,229,395,277
302,35,361,179,410,228
302,37,359,37,420,106
302,43,151,316,194,364
302,32,298,308,334,345
302,44,112,285,156,333
302,31,265,322,301,359
302,41,228,330,266,366
302,42,191,329,229,368
302,45,79,245,128,297
303,36,357,131,432,206
303,42,178,337,219,390
303,41,213,351,253,402
303,44,117,263,167,313
303,43,143,311,188,354
303,46,74,136,150,212
303,45,98,206,158,259
303,35,349,205,409,259
303,34,342,260,392,312
303,31,254,351,295,402
303,32,289,339,329,390
303,33,323,311,364,357
304,31,402,373,457,424
304,44,262,399,310,451
304,32,412,345,461,395
304,43,309,402,357,458
304,46,160,329,239,408
304,34,402,255,454,303
304,33,409,301,462,350
304,47,91,298,175,376
304,36,352,140,427,223
304,42,347,401,398,450
304,45,219,373,273,434
304,35,383,213,439,260
304,37,322,77,392,154
304,41,381,395,431,443
304,48,50,305,99,345
305,42,170,333,206,372
305,31,240,340,274,380
305,36,329,212,386,274
305,47,65,154,132,222
305,35,319,267,363,321
305,46,86,219,141,281
305,41,205,340,238,378
305,37,343,145,410,218
305,32,272,332,311,371
305,33,304,323,335,349
305,45,112,282,153,315
305,43,155,318,172,335
306,32,303,362,351,410
306,46,80,195,154,272
306,33,324,341,371,393
306,47,55,125,129,202
306,42,192,360,237,406
306,37,394,123,462,197
306,35,361,261,415,313
306,36,373,191,444,269
306,43,164,344,209,394
306,45,112,264,169,314
306,34,351,306,399,357
306,44,134,307,182,355
306,31,269,368,310,419
306,41,228,366,268,418
307,33,286,331,327,376
307,36,349,170,418,243
307,35,332,241,386,288
307,45,95,226,127,267
307,42,156,346,199,382
307,46,73,139,140,214
307,34,313,293,357,340
307,43,138,313,179,359
307,31,223,353,263,393
307,44,109,274,154,323
307,32,262,358,302,392
307,41,194,355,229,400
308,36,347,145,421,226
308,44,101,269,148,319
308,35,339,221,396,273
308,41,207,352,242,400
308,34,325,268,374,320
308,45,86,222,142,271
308,46,67,144,141,224
308,33,298,310,346,364
308,42,169,335,212,377
308,31,240,342,277,390
308,32,271,337,314,386
308,43,128,311,173,362
309,33,304,303,345,348
309,36,346,158,407,228
309,42,182,328,222,370
309,47,34,98,101,164
309,45,90,232,147,283
309,41,219,332,255,382
309,35,333,223,388,270
309,46,48,160,115,234
309,43,150,310,193,354
309,31,252,334,287,382
309,34,323,267,371,314
309,32,278,318,316,361
309,44,118,276,166,325
309,37,356,95,418,164
310,36,353,179,423,251
310,33,303,341,345,388
310,46,69,203,141,277
310,47,47,136,114,206
310,44,132,306,177,352
310,37,366,112,433,180
310,35,337,247,396,308
310,43,158,342,199,389
310,34,330,306,373,350
310,41,213,384,248,415
310,45,107,266,152,319
310,32,276,365,313,403
310,31,245,375,280,409
310,42,187,366,227,404
311,34,345,278,390,335
311,31,256,358,292,397
311,35,358,217,417,284
311,32,290,348,330,392
311,45,103,213,162,277
311,33,320,322,364,369
311,37,392,75,467,151
311,41,219,355,255,395
311,36,374,148,447,225
311,46,76,141,148,219
311,43,152,319,191,362
311,47,65,67,136,141
311,44,129,283,153,317
311,42,184,345,221,386
312,44,108,288,150,343
312,31,218,352,254,399
312,41,184,345,220,394
312,42,155,339,192,381
312,46,62,160,134,229
312,36,332,192,405,261
312,45,85,223,144,292
312,35,307,248,369,317
312,33,283,354,314,394
312,43,128,336,160,374
312,34,296,308,339,366
312,32,252,355,287,397
313,32,360,354,403,397
313,33,369,324,415,373
313,35,367,231,424,281
313,46,109,275,179,351
313,34,382,280,431,329
313,36,369,160,434,235
313,37,360,93,427,164
313,47,64,226,135,296
313,45,154,330,208,383
313,43,233,386,274,437
313,42,273,388,313,433
313,31,331,370,372,419
313,44,193,362,241,412
313,41,302,385,337,438
314,45,110,246,167,305
314,35,334,200,393,256
314,41,244,359,280,400
314,36,331,128,399,202
314,32,304,339,343,378
314,46,83,175,156,254
314,33,332,306,364,352
314,44,141,289,194,345
314,34,327,253,383,306
314,42,207,355,247,394
314,31,278,356,314,396
314,43,175,336,213,380
315,46,68,166,151,251
315,36,353,171,420,244
315,37,376,116,438,177
315,43,155,308,194,354
315,44,123,277,167,321
315,33,308,312,346,355
315,32,279,328,315,377
315,35,342,238,411,288
315,34,333,277,376,328
315,45,98,240,151,285
315,47,52,118,121,182
